,Descrição,Valor,Deputado,Data
319,Vale-Refeição e Vale-Alimentação,"3.500,00",LEONARDO PINHEIRO,01/02/2019
320,Combustíveis e Lubrificantes Automotivos,"6.000,00",LUCILVIO GIRAO,01/02/2019
321,Convênio com Plano de Saúde,"1.646,62",LUCILVIO GIRAO,01/02/2019
322,Serviços Técnicos Profissionais,"11.160,00",LUCILVIO GIRAO,01/02/2019
323,Serviços de Telecomunicações - Pacote de Dados,"39,03",LUCILVIO GIRAO,01/02/2019
324,Vale-Refeição e Vale-Alimentação,"2.500,00",LUCILVIO GIRAO,01/02/2019
325,Passagens Aéreas,"799,74",MIRIAN SOBREIRA,01/02/2019
326,Passagens e Despesas com Locomoção,"2.350,32",MIRIAN SOBREIRA,01/02/2019
327,Serviços Gráficos e Editoriais,"7.988,16",MIRIAN SOBREIRA,01/02/2019
328,Serviços Técnicos Profissionais,"8.100,00",MIRIAN SOBREIRA,01/02/2019
329,Serviços de Telecomunicações - Pacote de Dados,"342,51",MIRIAN SOBREIRA,01/02/2019
330,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/02/2019
331,Despesas de Teleprocessamento,"99,90",MOISES BRAZ,01/02/2019
332,Despesas de Teleprocessamento,"470,00",MOISES BRAZ,01/02/2019
333,Passagens Aéreas,"3.043,10",MOISES BRAZ,01/02/2019
334,Serviços de Telecomunicações - Pacote de Dados,"378,62",MOISES BRAZ,01/02/2019
335,Vale-Refeição e Vale-Alimentação,"4.222,50",MOISES BRAZ,01/02/2019
336,Combustíveis e Lubrificantes Automotivos,"6.000,00",OSMAR BAQUIT,01/02/2019
337,Passagens e Despesas com Locomoção,"620,29",OSMAR BAQUIT,01/02/2019
338,Serviços Técnicos Profissionais,"18.900,00",OSMAR BAQUIT,01/02/2019
339,Serviços de Telecomunicações - Pacote de Dados,"1.311,66",OSMAR BAQUIT,01/02/2019
340,Vale-Refeição e Vale-Alimentação,"5.000,00",OSMAR BAQUIT,01/02/2019
341,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/02/2019
342,Convênio com Plano de Saúde,"783,81",RENATO ROSENO,01/02/2019
343,Locação de Veículos,"2.380,00",RENATO ROSENO,01/02/2019
344,Passagens Aéreas,"1.151,15",RENATO ROSENO,01/02/2019
345,Passagens Terrestres,"668,13",RENATO ROSENO,01/02/2019
346,Serviços de Telecomunicações - Pacote de Dados,"434,08",RENATO ROSENO,01/02/2019
347,Vale-Refeição e Vale-Alimentação,"5.000,00",RENATO ROSENO,01/02/2019
348,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/02/2019
349,Despesas de Teleprocessamento,"2.500,00",SERGIO AGUIAR,01/02/2019
350,Divulgação das Atividades Parlamentares,"4.800,00",SERGIO AGUIAR,01/02/2019
351,Passagens Aéreas,"5.614,09",SERGIO AGUIAR,01/02/2019
352,Passagens Terrestres,"235,95",SERGIO AGUIAR,01/02/2019
353,Passagens e Despesas com Locomoção,"232,04",SERGIO AGUIAR,01/02/2019
354,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/02/2019
355,Serviços Gráficos e Editoriais,"10.585,60",SERGIO AGUIAR,01/02/2019
356,Serviços Técnicos Profissionais,"2.520,00",SERGIO AGUIAR,01/02/2019
357,Serviços de Comunicação em Geral,"28,00",SERGIO AGUIAR,01/02/2019
358,Serviços de Telecomunicações,"21,79",SERGIO AGUIAR,01/02/2019
359,Serviços de Telecomunicações - Pacote de Dados,"1.400,11",SERGIO AGUIAR,01/02/2019
360,Vale-Refeição e Vale-Alimentação,"5.000,00",SERGIO AGUIAR,01/02/2019
361,Combustíveis e Lubrificantes Automotivos,"6.000,00",SOLDADO NOELIO,01/02/2019
362,Divulgação das Atividades Parlamentares,"2.000,00",SOLDADO NOELIO,01/02/2019
363,Passagens Aéreas,"2.091,78",SOLDADO NOELIO,01/02/2019
364,Vale-Refeição e Vale-Alimentação,"5.000,00",SOLDADO NOELIO,01/02/2019
365,Combustíveis e Lubrificantes Automotivos,"6.000,00",TIN GOMES,01/02/2019
366,Convênio com Plano de Saúde,"9.568,14",TIN GOMES,01/02/2019
367,Divulgação das Atividades Parlamentares,"6.300,00",TIN GOMES,01/02/2019
368,Locação de Veículos,"3.145,00",TIN GOMES,01/02/2019
369,Serviços de Telecomunicações - Pacote de Dados,"1.983,98",TIN GOMES,01/02/2019
370,Vale-Refeição e Vale-Alimentação,"5.297,00",TIN GOMES,01/02/2019
371,Combustíveis e Lubrificantes Automotivos,"6.000,00",WALTER CAVALCANTE,01/02/2019
372,Divulgação das Atividades Parlamentares,"1.000,00",WALTER CAVALCANTE,01/02/2019
373,Hospedagens,"737,44",WALTER CAVALCANTE,01/02/2019
374,Seguros em Geral,"1.453,18",WALTER CAVALCANTE,01/02/2019
375,Serviços Técnicos Profissionais,"3.960,00",WALTER CAVALCANTE,01/02/2019
376,Serviços de Comunicação em Geral,"44,56",WALTER CAVALCANTE,01/02/2019
377,Serviços de Telecomunicações - Pacote de Dados,"1.413,44",WALTER CAVALCANTE,01/02/2019
378,Vale-Refeição e Vale-Alimentação,"4.000,00",WALTER CAVALCANTE,01/02/2019
379,Combustíveis e Lubrificantes Automotivos,"6.000,00",ADERLANIA NORONHA,01/03/2019
380,Convênio com Plano de Saúde,"1.795,98",ADERLANIA NORONHA,01/03/2019
381,Divulgação das Atividades Parlamentares,"5.400,00",ADERLANIA NORONHA,01/03/2019
382,Serviços Técnicos Profissionais,"7.020,00",ADERLANIA NORONHA,01/03/2019
383,Serviços de Comunicação em Geral,"67,84",ADERLANIA NORONHA,01/03/2019
384,Vale-Refeição e Vale-Alimentação,"5.000,00",ADERLANIA NORONHA,01/03/2019
385,Assinaturas de Periódicos e Anuidades,"123,56",AGENOR NETO,01/03/2019
386,Convênio com Plano de Saúde,"2.298,79",AGENOR NETO,01/03/2019
387,Hospedagens,"620,01",AGENOR NETO,01/03/2019
388,Locação de Aeronaves,"2.499,90",AGENOR NETO,01/03/2019
389,Passagens Aéreas,"2.735,93",AGENOR NETO,01/03/2019
390,Passagens Terrestres,"853,15",AGENOR NETO,01/03/2019
391,Serviços Técnicos Profissionais,"8.000,00",AGENOR NETO,01/03/2019
392,Vale-Refeição e Vale-Alimentação,"5.000,00",AGENOR NETO,01/03/2019
393,Assinaturas de Periódicos e Anuidades,"129,90",ANDRE FERNANDES,01/03/2019
394,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANDRE FERNANDES,01/03/2019
395,Serviços Gráficos e Editoriais,"5.576,00",ANDRE FERNANDES,01/03/2019
396,Serviços de Telecomunicações - Pacote de Dados,"241,55",ANDRE FERNANDES,01/03/2019
397,Vale-Refeição e Vale-Alimentação,"5.000,00",ANDRE FERNANDES,01/03/2019
398,Combustíveis e Lubrificantes Automotivos,"6.000,00",ANTONIO GRANJA,01/03/2019
399,Convênio com Plano de Saúde,"2.279,15",ANTONIO GRANJA,01/03/2019
400,Divulgação das Atividades Parlamentares,"8.000,00",ANTONIO GRANJA,01/03/2019
401,Locação de Veículos,"7.947,50",ANTONIO GRANJA,01/03/2019
402,Vale-Refeição e Vale-Alimentação,"4.000,00",ANTONIO GRANJA,01/03/2019
403,Assinaturas de Periódicos e Anuidades,"247,38",AP. LUIZ HENRIQUE,01/03/2019
404,Combustíveis e Lubrificantes Automotivos,"6.000,00",AP. LUIZ HENRIQUE,01/03/2019
405,Divulgação das Atividades Parlamentares,"600,00",AP. LUIZ HENRIQUE,01/03/2019
406,Serviços de Telecomunicações - Pacote de Dados,"511,31",AP. LUIZ HENRIQUE,01/03/2019
407,Vale-Refeição e Vale-Alimentação,"5.000,00",AP. LUIZ HENRIQUE,01/03/2019
408,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUDIC MOTA,01/03/2019
409,Convênio com Plano de Saúde,"1.299,26",AUDIC MOTA,01/03/2019
410,Divulgação das Atividades Parlamentares,"4.100,00",AUDIC MOTA,01/03/2019
411,Passagens Terrestres,"345,57",AUDIC MOTA,01/03/2019
412,Seguros em Geral,"504,04",AUDIC MOTA,01/03/2019
413,Serviços de Telecomunicações - Pacote de Dados,"1.397,26",AUDIC MOTA,01/03/2019
414,Vale-Refeição e Vale-Alimentação,"5.000,00",AUDIC MOTA,01/03/2019
415,Combustíveis e Lubrificantes Automotivos,"6.000,00",AUGUSTA BRITO,01/03/2019
416,Convênio com Plano de Saúde,"2.709,66",AUGUSTA BRITO,01/03/2019
417,Locação de Veículos,"2.411,80",AUGUSTA BRITO,01/03/2019
418,Passagens Terrestres,"290,18",AUGUSTA BRITO,01/03/2019
419,Passagens e Despesas com Locomoção,"346,54",AUGUSTA BRITO,01/03/2019
420,Serviços Gráficos e Editoriais,"2.694,40",AUGUSTA BRITO,01/03/2019
421,Serviços Técnicos Profissionais,"7.920,00",AUGUSTA BRITO,01/03/2019
422,Vale-Refeição e Vale-Alimentação,"5.000,00",AUGUSTA BRITO,01/03/2019
423,Combustíveis e Lubrificantes Automotivos,"6.000,00",BRUNO GONCALVES,01/03/2019
424,Serviços Técnicos Profissionais,"16.000,00",BRUNO GONCALVES,01/03/2019
425,Vale-Refeição e Vale-Alimentação,"4.000,00",BRUNO GONCALVES,01/03/2019
426,Combustíveis e Lubrificantes Automotivos,"6.000,00",BRUNO PEDROSA,01/03/2019
427,Convênio com Plano de Saúde,"926,19",BRUNO PEDROSA,01/03/2019
428,Divulgação das Atividades Parlamentares,"8.450,00",BRUNO PEDROSA,01/03/2019
429,Serviços Técnicos Profissionais,"8.100,00",BRUNO PEDROSA,01/03/2019
430,Serviços de Telecomunicações - Pacote de Dados,"50,27",BRUNO PEDROSA,01/03/2019
431,Vale-Refeição e Vale-Alimentação,"2.000,00",BRUNO PEDROSA,01/03/2019
432,Combustíveis e Lubrificantes Automotivos,"6.000,00",CARLOS FELIPE,01/03/2019
433,Divulgação das Atividades Parlamentares,"8.000,00",CARLOS FELIPE,01/03/2019
434,Serviços Técnicos Profissionais,"9.920,00",CARLOS FELIPE,01/03/2019
435,Serviços de Telecomunicações - Pacote de Dados,"3.535,84",CARLOS FELIPE,01/03/2019
436,Vale-Refeição e Vale-Alimentação,"5.000,00",CARLOS FELIPE,01/03/2019
437,Combustíveis e Lubrificantes Automotivos,"6.000,00",DANNIEL OLIVEIRA,01/03/2019
438,Divulgação das Atividades Parlamentares,"5.300,00",DANNIEL OLIVEIRA,01/03/2019
439,Hospedagens,"391,01",DANNIEL OLIVEIRA,01/03/2019
440,Passagens Aéreas,"2.588,03",DANNIEL OLIVEIRA,01/03/2019
441,Passagens Terrestres,"146,66",DANNIEL OLIVEIRA,01/03/2019
442,Serviços de Telecomunicações - Pacote de Dados,"49,63",DANNIEL OLIVEIRA,01/03/2019
443,Vale-Refeição e Vale-Alimentação,"5.000,00",DANNIEL OLIVEIRA,01/03/2019
444,Combustíveis e Lubrificantes Automotivos,"6.000,00",DAVID DURAND,01/03/2019
445,Divulgação das Atividades Parlamentares,"2.000,00",DAVID DURAND,01/03/2019
446,Passagens Aéreas,"442,88",DAVID DURAND,01/03/2019
447,Passagens Terrestres,"80,01",DAVID DURAND,01/03/2019
448,Serviços Técnicos Profissionais,"20.160,00",DAVID DURAND,01/03/2019
449,Vale-Refeição e Vale-Alimentação,"5.000,00",DAVID DURAND,01/03/2019
450,Combustíveis e Lubrificantes Automotivos,"6.000,00",DELEGADO CAVALCANTE,01/03/2019
451,Convênio com Plano de Saúde,"3.015,59",DELEGADO CAVALCANTE,01/03/2019
452,Passagens Aéreas,"3.091,82",DELEGADO CAVALCANTE,01/03/2019
453,Vale-Refeição e Vale-Alimentação,"4.800,00",DELEGADO CAVALCANTE,01/03/2019
454,Assinaturas de Periódicos e Anuidades,"676,19",DR. SARTO,01/03/2019
455,Combustíveis e Lubrificantes Automotivos,"6.000,00",DR. SARTO,01/03/2019
456,Convênio com Plano de Saúde,"1.450,54",DR. SARTO,01/03/2019
457,Vale-Refeição e Vale-Alimentação,"4.000,00",DR. SARTO,01/03/2019
458,Combustíveis e Lubrificantes Automotivos,"6.000,00",DRA SILVANA,01/03/2019
459,Hospedagens,"4.806,38",DRA SILVANA,01/03/2019
460,Passagens Aéreas,"34.449,06",DRA SILVANA,01/03/2019
461,Vale-Refeição e Vale-Alimentação,"5.000,00",DRA SILVANA,01/03/2019
462,Combustíveis e Lubrificantes Automotivos,"6.000,00",ELMANO,01/03/2019
463,Divulgação das Atividades Parlamentares,"8.000,00",ELMANO,01/03/2019
464,Serviços Gráficos e Editoriais,"12.224,80",ELMANO,01/03/2019
465,Vale-Refeição e Vale-Alimentação,"4.000,00",ELMANO,01/03/2019
466,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDA PESSOA,01/03/2019
467,Despesas de Teleprocessamento,"550,00",FERNANDA PESSOA,01/03/2019
468,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDA PESSOA,01/03/2019
469,Locação de Veículos,"3.600,00",FERNANDA PESSOA,01/03/2019
470,Serviços Gráficos e Editoriais,"15.120,00",FERNANDA PESSOA,01/03/2019
471,Serviços Técnicos Profissionais,"3.060,00",FERNANDA PESSOA,01/03/2019
472,Serviços de Comunicação em Geral,"8,45",FERNANDA PESSOA,01/03/2019
473,Serviços de Telecomunicações - Pacote de Dados,"50,27",FERNANDA PESSOA,01/03/2019
474,Vale-Refeição e Vale-Alimentação,"5.000,00",FERNANDA PESSOA,01/03/2019
475,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDO HUGO,01/03/2019
476,Serviços Técnicos Profissionais,"13.500,00",FERNANDO HUGO,01/03/2019
477,Serviços de Telecomunicações - Pacote de Dados,"3.709,12",FERNANDO HUGO,01/03/2019
478,Vale-Refeição e Vale-Alimentação,"2.000,00",FERNANDO HUGO,01/03/2019
479,Combustíveis e Lubrificantes Automotivos,"6.000,00",FERNANDO SANTANA,01/03/2019
480,Divulgação das Atividades Parlamentares,"8.000,00",FERNANDO SANTANA,01/03/2019
481,Vale-Refeição e Vale-Alimentação,"4.900,00",FERNANDO SANTANA,01/03/2019
482,Assinaturas de Periódicos e Anuidades,"703,15",GONY ARRUDA,01/03/2019
483,Convênio com Plano de Saúde,"3.984,32",GONY ARRUDA,01/03/2019
484,Despesas de Teleprocessamento,"114,06",GONY ARRUDA,01/03/2019
485,Seguros em Geral,"474,56",GONY ARRUDA,01/03/2019
486,Serviços de Telecomunicações,"313,45",GONY ARRUDA,01/03/2019
487,Combustíveis e Lubrificantes Automotivos,"6.000,00",GUILHERME LANDIM,01/03/2019
488,Convênio com Plano de Saúde,"759,45",GUILHERME LANDIM,01/03/2019
489,Passagens Aéreas,"4.203,94",GUILHERME LANDIM,01/03/2019
490,Passagens Terrestres,"659,94",GUILHERME LANDIM,01/03/2019
491,Serviços de Comunicação em Geral,"63,80",GUILHERME LANDIM,01/03/2019
492,Vale-Refeição e Vale-Alimentação,"5.000,00",GUILHERME LANDIM,01/03/2019
493,Assinaturas de Periódicos e Anuidades,"1.085,24",HEITOR FERRER,01/03/2019
494,Combustíveis e Lubrificantes Automotivos,"4.000,00",HEITOR FERRER,01/03/2019
495,Convênio com Plano de Saúde,"1.589,78",HEITOR FERRER,01/03/2019
496,Divulgação das Atividades Parlamentares,"3.450,00",HEITOR FERRER,01/03/2019
497,Serviços de Comunicação em Geral,"7,60",HEITOR FERRER,01/03/2019
498,Serviços de Telecomunicações,"21,79",HEITOR FERRER,01/03/2019
499,Serviços de Telecomunicações - Pacote de Dados,"164,84",HEITOR FERRER,01/03/2019
500,Vale-Refeição e Vale-Alimentação,"4.997,00",HEITOR FERRER,01/03/2019
501,Combustíveis e Lubrificantes Automotivos,"6.000,00",JEOVA MOTA,01/03/2019
502,Divulgação das Atividades Parlamentares,"8.000,00",JEOVA MOTA,01/03/2019
503,Serviços Técnicos Profissionais,"8.100,00",JEOVA MOTA,01/03/2019
504,Vale-Refeição e Vale-Alimentação,"1.500,00",JEOVA MOTA,01/03/2019
505,Combustíveis e Lubrificantes Automotivos,"6.000,00",JOAO JAIME,01/03/2019
506,Divulgação das Atividades Parlamentares,"500,00",JOAO JAIME,01/03/2019
507,Outros Serviços de Terceiros - Pessoa Jurídica,"3.036,01",JOAO JAIME,01/03/2019
508,Vale-Refeição e Vale-Alimentação,"4.000,00",JOAO JAIME,01/03/2019
509,Combustíveis e Lubrificantes Automotivos,"3.000,00",JULINHO,01/03/2019
510,Divulgação das Atividades Parlamentares,"8.000,00",JULINHO,01/03/2019
511,Serviços Técnicos Profissionais,"17.100,00",JULINHO,01/03/2019
512,Serviços de Telecomunicações - Pacote de Dados,"1.344,07",JULINHO,01/03/2019
513,Vale-Refeição e Vale-Alimentação,"3.000,00",JULINHO,01/03/2019
514,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO ARAUJO,01/03/2019
515,Serviços Gráficos e Editoriais,"4.009,60",LEONARDO ARAUJO,01/03/2019
516,Serviços Técnicos Profissionais,"16.740,00",LEONARDO ARAUJO,01/03/2019
517,Serviços de Comunicação em Geral,"408,37",LEONARDO ARAUJO,01/03/2019
518,Serviços de Telecomunicações - Pacote de Dados,"41,93",LEONARDO ARAUJO,01/03/2019
519,Vale-Refeição e Vale-Alimentação,"5.000,00",LEONARDO ARAUJO,01/03/2019
520,Combustíveis e Lubrificantes Automotivos,"6.000,00",LEONARDO PINHEIRO,01/03/2019
521,Divulgação das Atividades Parlamentares,"1.000,00",LEONARDO PINHEIRO,01/03/2019
522,Serviços Técnicos Profissionais,"21.960,00",LEONARDO PINHEIRO,01/03/2019
523,Vale-Refeição e Vale-Alimentação,"3.500,00",LEONARDO PINHEIRO,01/03/2019
524,Combustíveis e Lubrificantes Automotivos,"6.000,00",LUCILVIO GIRAO,01/03/2019
525,Convênio com Plano de Saúde,"1.646,62",LUCILVIO GIRAO,01/03/2019
526,Serviços Técnicos Profissionais,"26.820,00",LUCILVIO GIRAO,01/03/2019
527,Vale-Refeição e Vale-Alimentação,"2.500,00",LUCILVIO GIRAO,01/03/2019
528,Combustíveis e Lubrificantes Automotivos,"6.000,00",MANOEL DUCA,01/03/2019
529,Convênio com Plano de Saúde,"2.090,19",MANOEL DUCA,01/03/2019
530,Serviços Técnicos Profissionais,"14.940,00",MANOEL DUCA,01/03/2019
531,Serviços de Telecomunicações - Pacote de Dados,"321,30",MANOEL DUCA,01/03/2019
532,Vale-Refeição e Vale-Alimentação,"1.950,00",MANOEL DUCA,01/03/2019
533,Combustíveis e Lubrificantes Automotivos,"6.000,00",MARCOS SOBREIRA,01/03/2019
534,Hospedagens,"1.464,75",MARCOS SOBREIRA,01/03/2019
535,Passagens Aéreas,"492,84",MARCOS SOBREIRA,01/03/2019
536,Passagens Terrestres,"437,36",MARCOS SOBREIRA,01/03/2019
537,Serviços Gráficos e Editoriais,"1.716,00",MARCOS SOBREIRA,01/03/2019
538,Serviços Técnicos Profissionais,"9.000,00",MARCOS SOBREIRA,01/03/2019
539,Serviços de Telecomunicações - Pacote de Dados,"293,03",MARCOS SOBREIRA,01/03/2019
540,Vale-Refeição e Vale-Alimentação,"3.200,00",MARCOS SOBREIRA,01/03/2019
541,Combustíveis e Lubrificantes Automotivos,"6.000,00",MOISES BRAZ,01/03/2019
542,Despesas de Teleprocessamento,"470,00",MOISES BRAZ,01/03/2019
543,Divulgação das Atividades Parlamentares,"700,00",MOISES BRAZ,01/03/2019
544,Locação de Veículos,"12.070,00",MOISES BRAZ,01/03/2019
545,Passagens Aéreas,"995,35",MOISES BRAZ,01/03/2019
546,Serviços de Telecomunicações - Pacote de Dados,"78,73",MOISES BRAZ,01/03/2019
547,Vale-Refeição e Vale-Alimentação,"4.222,50",MOISES BRAZ,01/03/2019
548,Combustíveis e Lubrificantes Automotivos,"6.000,00",NELINHO,01/03/2019
549,Convênio com Plano de Saúde,"716,83",NELINHO,01/03/2019
550,Divulgação das Atividades Parlamentares,"8.000,00",NELINHO,01/03/2019
551,Locação de Aeronaves,"11.340,00",NELINHO,01/03/2019
552,Passagens Aéreas,"1.185,91",NELINHO,01/03/2019
553,Vale-Refeição e Vale-Alimentação,"3.500,00",NELINHO,01/03/2019
554,Divulgação das Atividades Parlamentares,"7.900,00",NEZINHO FARIAS,01/03/2019
555,Serviços Técnicos Profissionais,"11.520,00",NEZINHO FARIAS,01/03/2019
556,Serviços de Telecomunicações - Pacote de Dados,"99,98",NEZINHO FARIAS,01/03/2019
557,Vale-Refeição e Vale-Alimentação,"5.000,00",NEZINHO FARIAS,01/03/2019
558,Combustíveis e Lubrificantes Automotivos,"6.000,00",NIZO COSTA,01/03/2019
559,Convênio com Plano de Saúde,"2.074,21",NIZO COSTA,01/03/2019
560,Divulgação das Atividades Parlamentares,"8.000,00",NIZO COSTA,01/03/2019
561,Serviços Técnicos Profissionais,"8.100,00",NIZO COSTA,01/03/2019
562,Vale-Refeição e Vale-Alimentação,"2.900,00",NIZO COSTA,01/03/2019
563,Combustíveis e Lubrificantes Automotivos,"6.000,00",OSMAR BAQUIT,01/03/2019
564,Serviços Técnicos Profissionais,"19.440,00",OSMAR BAQUIT,01/03/2019
565,Serviços de Telecomunicações - Pacote de Dados,"2.036,53",OSMAR BAQUIT,01/03/2019
566,Vale-Refeição e Vale-Alimentação,"5.000,00",OSMAR BAQUIT,01/03/2019
567,Combustíveis e Lubrificantes Automotivos,"6.000,00",PATRICIA AGUIAR,01/03/2019
568,Divulgação das Atividades Parlamentares,"13.000,00",PATRICIA AGUIAR,01/03/2019
569,Serviços Técnicos Profissionais,"15.120,00",PATRICIA AGUIAR,01/03/2019
570,Vale-Refeição e Vale-Alimentação,"5.000,00",PATRICIA AGUIAR,01/03/2019
571,Combustíveis e Lubrificantes Automotivos,"2.600,00",RENATO ROSENO,01/03/2019
572,Convênio com Plano de Saúde,"783,81",RENATO ROSENO,01/03/2019
573,Despesas de Teleprocessamento,"107,24",RENATO ROSENO,01/03/2019
574,Locação de Veículos,"2.380,00",RENATO ROSENO,01/03/2019
575,Passagens Aéreas,"2.204,01",RENATO ROSENO,01/03/2019
576,Passagens Terrestres,"798,15",RENATO ROSENO,01/03/2019
577,Serviços de Telecomunicações - Pacote de Dados,"317,70",RENATO ROSENO,01/03/2019
578,Vale-Refeição e Vale-Alimentação,"5.000,00",RENATO ROSENO,01/03/2019
579,Combustíveis e Lubrificantes Automotivos,"6.000,00",ROMEU ALDIGUERI,01/03/2019
580,Convênio com Plano de Saúde,"2.148,96",ROMEU ALDIGUERI,01/03/2019
581,Divulgação das Atividades Parlamentares,"2.200,00",ROMEU ALDIGUERI,01/03/2019
582,Serviços Técnicos Profissionais,"13.040,00",ROMEU ALDIGUERI,01/03/2019
583,Vale-Refeição e Vale-Alimentação,"5.000,00",ROMEU ALDIGUERI,01/03/2019
584,Combustíveis e Lubrificantes Automotivos,"6.000,00",SERGIO AGUIAR,01/03/2019
585,Despesas de Teleprocessamento,"2.500,00",SERGIO AGUIAR,01/03/2019
586,Divulgação das Atividades Parlamentares,"5.300,00",SERGIO AGUIAR,01/03/2019
587,Seguros em Geral,"1.049,81",SERGIO AGUIAR,01/03/2019
588,Serviços Técnicos Profissionais,"2.520,00",SERGIO AGUIAR,01/03/2019
589,Serviços de Comunicação em Geral,"107,25",SERGIO AGUIAR,01/03/2019
590,Serviços de Telecomunicações,"21,79",SERGIO AGUIAR,01/03/2019
591,Serviços de Telecomunicações - Pacote de Dados,"1.369,29",SERGIO AGUIAR,01/03/2019
592,Vale-Refeição e Vale-Alimentação,"5.000,00",SERGIO AGUIAR,01/03/2019
593,Combustíveis e Lubrificantes Automotivos,"6.000,00",SOLDADO NOELIO,01/03/2019
594,Divulgação das Atividades Parlamentares,"2.900,00",SOLDADO NOELIO,01/03/2019
595,Hospedagens,"1.280,04",SOLDADO NOELIO,01/03/2019
596,Passagens Aéreas,"4.626,68",SOLDADO NOELIO,01/03/2019
597,Vale-Refeição e Vale-Alimentação,"5.000,00",SOLDADO NOELIO,01/03/2019
598,Combustíveis e Lubrificantes Automotivos,"6.000,00",TIN GOMES,01/03/2019
